scrape_ts,source,origin,destination,depart_date,airline,depart_time,arrival_time,price,currency,raw_url,run_id
2026-04-30 11:41:31.457361+00:00,enuygun,ADB,IST,2026-05-01,AJet,21:45,22:55,1639.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.460337+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,23:25,00:35,1676.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.463748+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,21:35,22:45,1689.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.467155+00:00,enuygun,ADB,IST,2026-05-01,AJet,19:00,20:10,1740.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.469908+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,20:25,21:35,2009.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.473173+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,04:30,05:40,2085.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.476416+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,07:55,09:05,2393.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.479434+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,19:45,20:55,2393.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.482278+00:00,enuygun,ADB,IST,2026-05-01,AJet,01:15,02:25,2486.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.485434+00:00,enuygun,ADB,IST,2026-05-01,THY,22:55,00:10,2490.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.487811+00:00,enuygun,ADB,IST,2026-05-01,THY,21:45,23:05,2490.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.490559+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,09:20,10:30,2587.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.493772+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,06:30,07:40,2606.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.496372+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,16:45,17:55,2608.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.499801+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,13:10,14:20,2960.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.502374+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,11:00,12:10,3005.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.505691+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,14:15,15:25,3239.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.508865+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,19:35,20:50,3240.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.511311+00:00,enuygun,ADB,IST,2026-05-01,THY,17:55,19:20,3538.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.513866+00:00,enuygun,ADB,IST,2026-05-01,AJet,22:25,01:40,3627.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.516916+00:00,enuygun,ADB,IST,2026-05-01,Pegasus,06:40,07:55,3640.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.519906+00:00,enuygun,ADB,IST,2026-05-01,THY,06:55,08:15,3911.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.523067+00:00,enuygun,ADB,IST,2026-05-01,THY,16:55,18:15,3911.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.526076+00:00,enuygun,ADB,IST,2026-05-01,THY,18:55,20:15,3911.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.528575+00:00,enuygun,ADB,IST,2026-05-01,AJet,21:15,01:40,4542.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.531448+00:00,enuygun,ADB,IST,2026-05-01,THY,16:00,17:20,4754.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.534008+00:00,enuygun,ADB,IST,2026-05-01,THY,03:55,05:15,5901.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.537494+00:00,enuygun,ADB,IST,2026-05-01,AJet,13:05,21:05,6630.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.540309+00:00,enuygun,ADB,IST,2026-05-01,AJet,14:35,21:05,7060.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.543682+00:00,enuygun,ADB,IST,2026-05-01,AJet,10:20,11:30,7333.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.546094+00:00,enuygun,ADB,IST,2026-05-01,THY,10:40,12:00,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.548316+00:00,enuygun,ADB,IST,2026-05-01,THY,08:55,10:20,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.550216+00:00,enuygun,ADB,IST,2026-05-01,THY,11:55,13:20,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.552708+00:00,enuygun,ADB,IST,2026-05-01,THY,12:55,14:20,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.554747+00:00,enuygun,ADB,IST,2026-05-01,THY,14:55,16:20,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 11:41:31.556690+00:00,enuygun,ADB,IST,2026-05-01,AJet,09:35,13:30,12486.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144131
2026-04-30 13:10:01.512111+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,05:00,06:25,1478.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.519800+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,23:10,00:35,1478.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.526001+00:00,enuygun,AYT,IST,2026-05-01,AJet,03:10,04:35,1479.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.530822+00:00,enuygun,AYT,IST,2026-05-01,AJet,23:45,01:10,1479.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.535503+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,10:35,12:00,1572.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.540381+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,10:00,11:25,1627.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.544637+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,12:00,13:25,1648.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.553705+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,15:25,16:50,1648.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.562167+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,22:10,23:35,1689.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.571013+00:00,enuygun,AYT,IST,2026-05-01,AJet,05:35,07:00,1690.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.580213+00:00,enuygun,AYT,IST,2026-05-01,AJet,14:55,16:20,1690.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.595936+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,19:20,20:45,1912.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.602691+00:00,enuygun,AYT,IST,2026-05-01,AJet,11:15,12:40,1955.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.608190+00:00,enuygun,AYT,IST,2026-05-01,AJet,13:45,15:10,1955.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.612993+00:00,enuygun,AYT,IST,2026-05-01,AJet,18:10,19:35,1955.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.625631+00:00,enuygun,AYT,IST,2026-05-01,AJet,21:00,22:25,1955.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.635959+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,07:35,09:00,2062.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.653404+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,08:45,10:10,2062.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.672764+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,16:45,18:10,2062.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.686615+00:00,enuygun,AYT,IST,2026-05-01,Pegasus,13:00,14:25,2063.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.697140+00:00,enuygun,AYT,IST,2026-05-01,AJet,06:55,08:20,2537.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.705735+00:00,enuygun,AYT,IST,2026-05-01,AJet,09:15,10:40,2537.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.711076+00:00,enuygun,AYT,IST,2026-05-01,AJet,21:20,01:40,3105.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.716629+00:00,enuygun,AYT,IST,2026-05-01,THY,20:40,22:15,3538.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.724049+00:00,enuygun,AYT,IST,2026-05-01,AJet,14:50,21:05,3581.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.729110+00:00,enuygun,AYT,IST,2026-05-01,AJet,13:25,21:05,3581.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.734981+00:00,enuygun,AYT,IST,2026-05-01,THY,12:55,14:30,3911.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.739970+00:00,enuygun,AYT,IST,2026-05-01,THY,00:35,02:05,4354.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.744655+00:00,enuygun,AYT,IST,2026-05-01,THY,02:05,03:35,4354.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.750863+00:00,enuygun,AYT,IST,2026-05-01,THY,11:20,12:55,4354.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.756783+00:00,enuygun,AYT,IST,2026-05-01,THY,11:55,13:30,4354.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.761571+00:00,enuygun,AYT,IST,2026-05-01,THY,12:35,14:10,4354.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.766046+00:00,enuygun,AYT,IST,2026-05-01,THY,22:30,00:05,4354.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.771251+00:00,enuygun,AYT,IST,2026-05-01,AJet,20:15,02:25,5067.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.775981+00:00,enuygun,AYT,IST,2026-05-01,AJet,18:05,02:25,5067.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.782648+00:00,enuygun,AYT,IST,2026-05-01,THY,13:50,15:25,5244.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.788887+00:00,enuygun,AYT,IST,2026-05-01,THY,10:20,12:05,5244.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.795771+00:00,enuygun,AYT,IST,2026-05-01,THY,17:25,19:00,5901.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.803880+00:00,enuygun,AYT,IST,2026-05-01,THY,18:45,20:20,5901.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.811082+00:00,enuygun,AYT,IST,2026-05-01,THY,14:55,16:30,6595.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.820915+00:00,enuygun,AYT,IST,2026-05-01,THY,16:40,18:15,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
2026-04-30 13:10:01.829739+00:00,enuygun,AYT,IST,2026-05-01,AJet,09:30,13:30,9808.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=01.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_161001
