scrape_ts,source,origin,destination,depart_date,airline,depart_time,arrival_time,price,currency,raw_url,run_id
2026-04-30 11:49:19.481853+00:00,enuygun,ADB,IST,2026-05-09,THY,11:55,13:20,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144919
2026-04-30 11:49:19.483704+00:00,enuygun,ADB,IST,2026-05-09,THY,12:55,14:20,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/izmir-adnan-menderes-havalimani-istanbul-adb-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144919
2026-04-30 11:48:38.874252+00:00,enuygun,AYT,IST,2026-05-09,AJet,23:55,01:20,1690.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.876635+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,22:45,00:10,1995.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.878711+00:00,enuygun,AYT,IST,2026-05-09,THY,02:05,03:35,2130.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.880740+00:00,enuygun,AYT,IST,2026-05-09,THY,07:30,09:10,2130.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.882674+00:00,enuygun,AYT,IST,2026-05-09,AJet,11:00,12:25,2221.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.884783+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,11:55,13:20,2357.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.886683+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,08:40,10:05,2386.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.888574+00:00,enuygun,AYT,IST,2026-05-09,THY,08:20,10:00,2490.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.890483+00:00,enuygun,AYT,IST,2026-05-09,AJet,09:15,10:40,2537.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.892533+00:00,enuygun,AYT,IST,2026-05-09,AJet,12:20,16:05,2629.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.895152+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,15:55,17:20,2653.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.897350+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,12:50,14:15,2657.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.899337+00:00,enuygun,AYT,IST,2026-05-09,AJet,04:45,11:05,2691.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.901226+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,14:20,15:45,2737.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.903227+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,09:30,10:55,2773.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.905493+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,10:45,12:10,2778.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.907542+00:00,enuygun,AYT,IST,2026-05-09,AJet,13:25,21:05,2843.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.909482+00:00,enuygun,AYT,IST,2026-05-09,THY,08:30,10:10,2846.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.913456+00:00,enuygun,AYT,IST,2026-05-09,AJet,13:40,15:05,2849.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.915538+00:00,enuygun,AYT,IST,2026-05-09,AJet,21:00,22:25,2849.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.917582+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,07:35,09:00,3036.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.919449+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,06:55,08:20,3047.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.921230+00:00,enuygun,AYT,IST,2026-05-09,AJet,09:30,13:05,3057.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.923122+00:00,enuygun,AYT,IST,2026-05-09,THY,22:30,00:05,3538.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.925271+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,17:15,18:40,3603.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.927414+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,19:45,21:10,3630.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.929527+00:00,enuygun,AYT,IST,2026-05-09,AJet,17:50,19:15,3710.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.931665+00:00,enuygun,AYT,IST,2026-05-09,AJet,09:05,15:15,4267.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.933653+00:00,enuygun,AYT,IST,2026-05-09,Pegasus,20:15,01:00,4314.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.935575+00:00,enuygun,AYT,IST,2026-05-09,THY,11:20,12:55,5244.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.937521+00:00,enuygun,AYT,IST,2026-05-09,THY,11:55,13:30,5244.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.939413+00:00,enuygun,AYT,IST,2026-05-09,THY,13:50,15:25,5244.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.941306+00:00,enuygun,AYT,IST,2026-05-09,THY,10:20,12:05,5244.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.943224+00:00,enuygun,AYT,IST,2026-05-09,AJet,21:20,01:40,5402.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.945053+00:00,enuygun,AYT,IST,2026-05-09,THY,04:10,05:40,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.946867+00:00,enuygun,AYT,IST,2026-05-09,THY,12:35,14:10,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.948851+00:00,enuygun,AYT,IST,2026-05-09,THY,12:55,14:30,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.950731+00:00,enuygun,AYT,IST,2026-05-09,THY,14:55,16:30,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.952635+00:00,enuygun,AYT,IST,2026-05-09,THY,16:40,18:15,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.954564+00:00,enuygun,AYT,IST,2026-05-09,THY,17:25,19:00,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.956688+00:00,enuygun,AYT,IST,2026-05-09,THY,18:45,20:20,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:38.958556+00:00,enuygun,AYT,IST,2026-05-09,THY,20:40,22:15,7335.0,TRY,https://www.enuygun.com/ucak-bileti/arama/antalya-havalimani-istanbul-ayt-ista/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144838
2026-04-30 11:48:59.382387+00:00,enuygun,ESB,SAW,2026-05-09,AJet,03:50,05:00,1267.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.384667+00:00,enuygun,ESB,SAW,2026-05-09,AJet,14:55,16:05,1267.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.386708+00:00,enuygun,ESB,SAW,2026-05-09,Pegasus,10:50,12:00,1478.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.388564+00:00,enuygun,ESB,SAW,2026-05-09,Pegasus,12:50,14:00,1478.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.390543+00:00,enuygun,ESB,SAW,2026-05-09,Pegasus,16:45,17:55,1478.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.392530+00:00,enuygun,ESB,SAW,2026-05-09,Pegasus,20:55,22:05,1478.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.394510+00:00,enuygun,ESB,SAW,2026-05-09,Pegasus,22:05,23:15,1478.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.397837+00:00,enuygun,ESB,SAW,2026-05-09,AJet,00:30,01:40,1479.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.400651+00:00,enuygun,ESB,SAW,2026-05-09,AJet,09:55,11:05,1479.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.403257+00:00,enuygun,ESB,SAW,2026-05-09,AJet,11:55,13:05,1479.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.406011+00:00,enuygun,ESB,SAW,2026-05-09,AJet,19:55,21:05,1479.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.408312+00:00,enuygun,ESB,SAW,2026-05-09,Pegasus,09:15,10:25,2063.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.410413+00:00,enuygun,ESB,SAW,2026-05-09,AJet,05:50,07:00,5239.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:48:59.412443+00:00,enuygun,ESB,SAW,2026-05-09,Pegasus,06:00,07:10,5240.0,TRY,https://www.enuygun.com/ucak-bileti/arama/ankara-esenboga-havalimani-istanbul-sabiha-gokcen-havalimani-esb-saw/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144859
2026-04-30 11:49:08.367750+00:00,enuygun,IST,ADB,2026-05-09,AJet,05:05,06:15,1049.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.370216+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,05:30,06:40,1478.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.372504+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,07:20,08:30,1478.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.374950+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,14:35,15:45,1478.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.377730+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,17:35,18:45,1507.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.380288+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,19:35,20:45,1619.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.383273+00:00,enuygun,IST,ADB,2026-05-09,AJet,08:25,09:35,1639.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.385900+00:00,enuygun,IST,ADB,2026-05-09,AJet,12:10,13:20,1639.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.393654+00:00,enuygun,IST,ADB,2026-05-09,AJet,15:00,16:10,1639.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.396929+00:00,enuygun,IST,ADB,2026-05-09,AJet,16:50,18:00,1639.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.399674+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,08:30,09:35,1689.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.402097+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,23:30,00:35,1689.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.404769+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,16:35,17:45,1689.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.407235+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,08:50,10:00,1831.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.409562+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,22:35,23:45,1972.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.412076+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,21:25,22:35,2045.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.414690+00:00,enuygun,IST,ADB,2026-05-09,Pegasus,12:00,13:10,2063.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.417584+00:00,enuygun,IST,ADB,2026-05-09,AJet,19:50,21:00,2271.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
2026-04-30 11:49:08.420035+00:00,enuygun,IST,ADB,2026-05-09,THY,07:00,08:10,2490.0,TRY,https://www.enuygun.com/ucak-bileti/arama/istanbul-izmir-adnan-menderes-havalimani-ista-adb/?gidis=09.05.2026&yetiskin=1&sinif=ekonomi&currency=TRY&save=1&ref=homepage&geotrip=domestic&trip=domestic,20260430_144908
